,Unique Values,Count
4491,Face of Senwosret III,1
2384,"Faces of a man and woman, from marsh hunting scene",1
176,Faience Inlay,8
4209,Faience Ribbed Jar,1
3729,Faience Sistrum Inscribed with the Name of Ptolemy I,1
325,Faience workshop refuse,5
2777,"Faience workshop refuse, ring-shaped",1
1077,Falcon,2
258,Falcon Amulet,6
3438,Falcon Figurine,1
5811,Falcon Pectoral,1
108,Falcon amulet,13
4466,Falcon amulet of Senebtisi,1
2003,Falcon figurine from a coffin or box,1
2209,Falcon head for attachment to a pole,1
4666,Falcon head with divine wig from a statue with an anthropomorphic body,1
3751,"Falcon head, fitting from furniture or shrine",1
2180,Falcon in double crown,1
1585,Falcon in double crown surmounting a shrine form box for an animal mummy,1
1610,Falcon in double crown surmounting a shrine shaped box for an animal mummy,1
1733,Falcon inlay,1
5925,Falcon statue serving as a sarcophagus for a sacred animal,1
1569,Falcon surmounting box for an animal mummy,1
3594,Falcon wearing a Double Crown,1
1682,Falcon-form case containing a corn mummy,1
3434,Falcon-headed crocodile amulet,1
1412,"Falcon-headed crocodile, possibly Soknopaios",1
2338,"Falcon-headed sphinx recumbent on a pedestal with a ramp, and a feline behind, possibly a gnomon for a shadow clock or instrument",1
1576,Falcon-headed stopper  from a canopic jar,1
4617,False door from the tomb of Metjetji,1
5059,False door niche block of Merykhufu,1
3363,Family group,1
1479,Fan fragment,1
2151,Feather attachment for a statuette,1
1738,Fecundity Figure,1
3953,Feeding Cup,1
1726,Feet from statue of Musician of Amun Tasheritkhonsu,1
2476,"Feline-Headed Girdle, Anklets, and Bracelets of Princess Sithathoryunet",1
939,Female Bes,2
4437,Female Figure,1
1555,Female Figurine,1
5911,Female Monkey Holding Its Baby,1
881,Female Votive Figure,2
5537,Female dwarf,1
209,Female figure,7
1148,Female figure from a group statue,2
1422,Female figure playing a lyre,1
1079,Female figurine,2
5507,Female figurine wearing necklace,1
5088,Female head,1
1737,Female relief head with fillet,1
74,Female sphinx amulet,17
5670,Ferrule from a Stave of Neferkhawet,1
2759,Ferrule of stick,1
3828,Fertility figurine,1
273,Figure,5
775,Figure from a model boat,2
2329,Figure imprisoned by a restraint,1
4838,Figure of Hapy,1
4227,Figure of Isis nursing Horus,1
3429,Figure of Isis-Aphrodite,1
1929,Figure of Nehebkau,1
1132,Figure of Osiris,2
3789,Figure of Servant carrying jars,1
1945,Figure of a Baboon,1
5595,Figure of a Crouched Man,1
1956,Figure of a Cynocephalus Baboon,1
2933,Figure of a Female Dwarf,1
4178,Figure of a Sacred  Bull,1
4206,Figure of a Seated Cat,1
2278,Figure of a Seated Man,1
4186,Figure of a Striding Man,1
4177,Figure of a Striding Man with a Long Kilt,1
4520,Figure of a Woman,1
4438,Figure of a Woman of Nubian Descent,1
3391,Figure of a dwarf,1
4900,Figure of a king as part of a group proffered by an official of Ramesses II,1
4601,Figure of a male beer-maker,1
2488,Figure of a rearing cobra with feline head,1
5894,Figure of a woman,1
3952,Figure of an Asiatic captive,1
1162,"Figure of baboon on a basket and with a pillar, the shebet offering",2
2885,Figure of crocodile,1
725,Figure of lion,2
3830,Figure of monkey,1
1939,Figure of the goddess Maat,1
5463,Figure vase in the form of Taweret with a human head,1
1894,Figured Ostracon,1
253,Figurine,6
2377,Figurine Fragment of a Man's Head,1
5169,"Figurine Pendant of an Ichneumon, inscribed",1
2167,"Figurine group, animals",1
1252,Figurine of a Dog,1
3147,Figurine of a Head and Torso of a Man,1
3120,Figurine of a Man,1
3846,Figurine of a Pygmy Dance Leader,1
5513,Figurine of a Seated Woman,1
895,Figurine of a Woman with Her Baby,2
1026,Figurine of a crouching falcon,2
1481,Figurine of a hippo made for suspension,1
3379,Figurine of a jerboa,1
5563,Figurine of a man,1
3945,Figurine of a recumbent calf,1
2378,Figurine of a seated man,1
2873,Figurine of animal,1
2735,Figurine of bull,1
2874,Figurine of female,1
2892,Figurine of head,1
915,Figurine of hippopotamus,2
2350,Figurine or amulet of a hippo on a sled,1
2238,Figurine with elaborate headdress,1
5036,"Figurine, Horse",1
2943,"Figurine, calf",1
1875,"Figurine, donkey",1
2555,"Figurine, griffin head, Nemesis",1
2556,"Figurine, lion",1
3905,Finger Ring Inscribed with the Cartouches of Hatshepsut and Thutmose III,1
3547,Finger Ring depicting King Akhenaten and Queen Nefertiti as Shu and Tefnut,1
3160,Finger Ring with a head of Horus on the bezel,1
2008,Finger Stall,1
92,Finger stall,14
2897,Finger-shaped Cosmetic Scoop,1
4550,Finial,1
5422,"Finial with nemes and crowned figure, probably Osiris",1
4009,Fired clay jar sealing,1
4002,Fired clay jar sealing with ostrich hieroglyphs,1
5167,Fish,1
593,Fish Amulet,3
5393,Fish Design Amulet Inscribed with the cartouche of Queen Ahmose Nefertari,1
1746,Fish Hook,1
1552,Fish Net,1
1134,Fish Pendant,2
506,Fish amulet,3
2590,Fish appliqu̩,1
156,Fish hook,9
1458,Fish net needle,1
2357,Fish net weight,1
2742,Fish palette,1
5954,Fish pendant,1
929,Fish-shaped palette,2
5588,Fish-shaped palette with the remains of green pigment,1
1455,Fishing Line,1
940,Fishtail Knife,2
1407,Fist,1
3307,Fist amulet,1
2366,Fitting for the flail of a large statue,1
2223,Five Berries,1
4119,Five Medallion Carpet,1
1531,Flail attachment,1
3766,Flail of Hapiankhtifi,1
4454,Flail scepter from the tomb of Senebtisi,1
3319,Flake,1
932,Flake Tool,2
4579,Flap,1
4120,Flap of Bookbinding,1
4101,Flask,1
3166,Flat surface and part of the curved wall of depression for an Aten disk,1
1701,Flattened cup fragment,1
3114,Flesh  and garment edge,1
3058,Flesh area from a statue,1
534,Flint shaped like a bird,3
5647,Floral Collar from Tutankhamun's Embalming Cache,1
2515,Floral Collars from Tutankhamun's Embalming Cache,1
1986,Floral Garland Fragments,1
1437,Floral Ornament,1
883,Floral collar from Tutankhamun's Embalming Cache,2
129,Floral plaque,11
3950,Flute player,1
5414,Fluted bottle with ring-handled lid,1
3443,Fly Amulet,1
842,Fly amulet,2
3091,Folded Cloth Amulet,1
2607,Folded Linen Shawl from Wah's Mummy,1
3180,Folded Piece of Linen with Hieratic Inscription,1
1144,Folding stool,2
1063,Folio from a Qur'an Manuscript,2
3887,Food Case Probably Containing a Preserved Duck,1
773,Food Case Probably Containing a Preserved Pigeon,2
5819,Foot Amulet,1
4781,Foot and leg neck and chest,1
695,Foot and leg of Akhenaten or Nefertiti prostrate,2
1723,"Foot covering from a mummy, with scorpions on soles",1
300,Foot fragment,5
4901,"Foot fragment, striding",1
4716,Foot of Akhenaten or Nefertiti prostrate,1
2094,Footboard from a cartonnage case,1
1572,Footboard from a cartonnage coffin,1
5445,Footboard of Pakherenkhonsu's Cartonnage Case,1
5907,Footed Amphora Inscribed for Amenhotep II,1
5189,Footed Bowl,1
4784,Forearm against support with Aten cartouche,1
3064,"Forearm from a bent royal arm crossing the front profile of figure's body and the rear profile of a second figure, arm marked with Aten cartouches, supported by the hand of an Aten ray",1
1133,Forearm with Aten cartouche,2
4180,Forepart of a reclining lion,1
832,Forked Staff of Harmose,2
2617,Foundation Deposit Mat,1
153,Foundation Deposit Plaque,9
4860,Foundation Deposit Plaque in the Form of a Bound Ox,1
4866,Foundation Deposit Plaque in the Form of a Haunch,1
4850,Foundation Deposit Plaque in the Form of a Lotus,1
4849,Foundation Deposit Plaque in the Form of a Trussed Duck,1
4867,Foundation Deposit Plaque in the Form of an Ox Head,1
4902,Foundation deposit brick,1
3969,Foundation deposit brick with name of Ramesses II,1
548,Foundation deposit plaque of Amenemhat I,3
3737,Foundation plaque for a temple dedicated to Hathor,1
753,Four Knot Clasps of Sithathoryunet,2
3786,Four sealings,1
5318,Fox,1
1705,Fragement from a jar with a label identifying contents as honey,1
9,Fragment,159
3433,Fragment From Decorated Bowl,1
3122,Fragment Preserving Both the Interior and Exterior Surfaces of Siptah's Canopic Chest.,1
518,Fragment from Thick Walled Marbled Vessel,3
4284,Fragment from a Coptic Hanging,1
4050,Fragment from a Frieze with Acanthus-Leaf Wheels,1
4080,Fragment from a Frieze with Meander Pattern and Diamond-Shaped Rosettes,1
4569,Fragment from a Frieze with Meander Pattern and Rosettes,1
4570,Fragment from a Frieze with a Meander Pattern and Rosettes,1
4628,Fragment from a Funerary Stele with a Medallion of a Cross and Leaves,1
4020,Fragment from a Lintel or Frieze with a Foliate Square and Circle,1
4079,Fragment from a Molding with Acanthus Clusters under Arcades,1
1053,Fragment from a Molding with Intertwined Vines and Acanthus Leaves,2
894,Fragment from a Molding with Rosettes and Acanthus Clusters,2
4654,Fragment from a Molding with Scrolling Acanthus Leaves,1
4510,Fragment from a Molding with Vines and an Amphora,1
926,Fragment from a Post or Lintel with Leaves Branching from a Running Vine,2
4564,Fragment from a Talismanic Scroll,1
4640,Fragment from a Two-Sided Sanctuary Screen with Birds Eating Grapes,1
2394,Fragment from scene of Queen Neferu having her hair done - see 26.3.353-5,1
5166,Fragment from the Head of a Queen's Statue,1
5487,Fragment from the head of a statue,1
2844,"Fragment from the sarcophagus of Usermaatre, son of Djedkhonsuefankh",1
4299,Fragment if a Tunic with a Fish Motif Shoulder Band,1
4764,"Fragment inscribed ""Great Royal Wife""",1
4633,Fragment of  a Block with a Beaded Cross and Leaves,1
2570,Fragment of  mosaic glass inlay,1
5074,Fragment of Amulet with Nefer sign,1
1065,Fragment of Archivolt,2
4662,Fragment of Archivolt with a Corinthian Capital,1
4142,Fragment of Band,1
4553,Fragment of Blazon,1
4159,Fragment of Bottle,1
1694,Fragment of Bottle in Shape of Fish,1
1044,Fragment of Bowl,2
2482,Fragment of Carved Wood Panel with Two Birds,1
1023,Fragment of Dish,2
4039,Fragment of Dish with Fish Motif,1
4566,Fragment of Frieze with Acanthus Leaves Encircling Fruit and Flowers,1
5131,Fragment of Goblet,1
3137,Fragment of Human Figurine,1
5127,Fragment of Jar Lid,1
456,Fragment of Kohl Tube,3
462,Fragment of Lotus Collar Terminals,3
1810,Fragment of Magical Papyrus,1
2364,Fragment of Min statuette,1
1064,Fragment of Molding,2
4017,Fragment of Molding with a Leaves Pattern,1
4655,Fragment of Molding with a Pattern of Interlaced Acanthus Leaves,1
4635,Fragment of Molding with a Pattern of Leaves,1
4016,Fragment of Molding with a Vegetal Motif Departing from a Round Element,1
970,Fragment of Neck Border,2
2838,Fragment of Relief from a Column,1
439,Fragment of Roundel,3
5164,Fragment of Scarab Inscribed for Seti I,1
4115,Fragment of Scarf or Cover,1
60,Fragment of Shoulder Band,21
957,Fragment of Sleeve,2
3163,Fragment of Stela depicting a figure labeled 'excellent spirit of Re'  facing Ramesses I and  Ahmose-Nefertari beneath the barque of Re,1
4110,Fragment of Textile with a Forested Landscape,1
1647,Fragment of Throwstick,1
459,Fragment of Toilet Dish,3
4297,Fragment of Tunic,1
252,Fragment of Vase,6
483,Fragment of Vase Handle,3
39,Fragment of a Band,31
4270,"Fragment of a Band with Birds, Cross, and Head",1
4264,Fragment of a Band with Musicians and Warriors,1
4290,Fragment of a Band with Scenes from the Vintage,1
1678,Fragment of a Bead in the Form of a Daisy,1
4638,Fragment of a Block,1
938,Fragment of a Border,2
5,Fragment of a Bowl,197
35,Fragment of a Bowl or Cup,32
4545,Fragment of a Bowl with a Figure Holding a Sword,1
4554,Fragment of a Calligraphic Textile,1
151,Fragment of a Canopic Chest of Queen Tiya,9
4629,Fragment of a Capital with a Basket-Weave Pattern and Crosses,1
996,Fragment of a Coat,2
4093,Fragment of a Column,1
3098,Fragment of a Corner of Siptah's Canopic Chest,1
4639,Fragment of a Cornice,1
4538,Fragment of a Cornice with Vines,1
4537,Fragment of a Cornice with a Bird,1
4259,Fragment of a Cover,1
4287,Fragment of a Cover or Blanket with Interlace Roundel and Stripes,1
4258,Fragment of a Cover or Blanket with Interlace Square,1
4311,Fragment of a Cover or Blanket with Ornamental Square Featuring Flowers and Animals,1
4267,Fragment of a Cover with Geometric and Interlace Decoration,1
1857,Fragment of a Cubit Measuring Rod,1
326,Fragment of a Cup,5
1204,Fragment of a Daisy Bead,2
27,Fragment of a Dish,42
4393,Fragment of a Dish Dedicated by Two Kings to the Goddess Hathor of Dendera,1
220,Fragment of a Dish of Polychrome Mosaic Glass,7
2177,Fragment of a Door Drum,1
4630,Fragment of a Door Jamb with Geometric and Vegetal Motifs,1
910,Fragment of a Door Post with Acanthus Leaves,2
4636,Fragment of a Doorpost with a Cross,1
2903,Fragment of a Feeding Cup,1
1662,Fragment of a Floral Ring,1
4022,Fragment of a Frieze,1
4527,"Fragment of a Frieze with Acanthus Scrolls, Palmettes, and Flowers",1
4542,Fragment of a Frieze with Bust of a Saint,1
4651,Fragment of a Frieze with Medallions,1
4544,Fragment of a Frieze with Scrolls Enclosing a Rosette and a Cross,1
4033,Fragment of a Frieze with Scrolls and a Lion,1
4529,Fragment of a Frieze with Vine Scrolls Bearing Grapes,1
4032,Fragment of a Frieze with a Geometrical Pattern,1
4049,Fragment of a Frieze with a Quadruped,1
999,Fragment of a Frieze with a Sequence of Roundels Enclosing Rosettes,2
4504,Fragment of a Frieze with the Miracle of Loaves and Fishes,1
5806,Fragment of a Glass Bottle,1
3272,Fragment of a Glass Vase,1
2813,Fragment of a Handle from a Vessel,1
414,Fragment of a Hanging,4
4295,Fragment of a Hanging with Birds and Flowers,1
4155,Fragment of a Hanging with Haloed Figure,1
4279,Fragment of a Hanging with an Interlace Band,1
3726,Fragment of a Human-Headed Heart Scarab,1
1646,Fragment of a Jar,1
4199,Fragment of a Lamp,1
5338,Fragment of a Leather Hanging with an Erotic Scene,1
4282,Fragment of a Letter,1
4281,Fragment of a Letter in Pahlavi Script,1
4562,Fragment of a Luster Bowl with a Peacock,1
1861,Fragment of a Magic Knife,1
4973,Fragment of a Menat Counterpoise,1
268,Fragment of a Panel,5
4057,Fragment of a Plate,1
4027,Fragment of a Relief with Foliated Cross,1
3405,"Fragment of a Royal Head, Probably Apries",1
3003,Fragment of a Scarab Inscribed with Hieroglyphs,1
3025,Fragment of a Scarab of a Lady,1
2941,Fragment of a Scribe's Writing Board,1
4105,Fragment of a Shawl,1
4099,Fragment of a Sheet,1
41,Fragment of a Shoulder Band,30
2834,Fragment of a Shroud Depicting Isis,1
19,Fragment of a Sleeve,57
4087,Fragment of a Sleeve Band,1
4626,Fragment of a Stand for Water Jars Carved with a Vase and Vegetal Scroll,1
5173,Fragment of a Stela,1
4075,Fragment of a Tabula  with Birds and Pomegranates in a Vine Scroll,1
4561,Fragment of a Talismanic Scroll,1
2748,"Fragment of a Threshing Scene, Winlock's Tomb 5 of the Asasif",1
2951,Fragment of a Tile with the Name of King Khendjer,1
1005,Fragment of a Toilet Dish with Cartouches of Amenhotep III,2
14,Fragment of a Tunic,86
4325,Fragment of a Tunic with a Serpent Motif Shoulder Band,1
1756,Fragment of a Vase,1
4552,Fragment of a Vessel,1
1089,Fragment of a Wedjat Eye Ring,2
5055,Fragment of a bowl,1
5605,Fragment of a ceremonial palette illustrating a man and a type of staff,1
3431,Fragment of a decorated New Year's flask unusually intended for ointment,1
4468,Fragment of a desert hunt - see 26.3.354-5-related,1
5275,Fragment of a dish with a lion reclining on the rim,1
2952,Fragment of a faience plaque with inscription,1
2522,"Fragment of a figure holding a multistrand coil of beads, preceded by another individual",1
4006,Fragment of a linen shroud painting,1
211,Fragment of a mummy label,7
898,Fragment of a pitcher naming Atumemtaneb,2
5156,"Fragment of a queen's crown  with modius of uraeus, disk, horns and double uraeus",1
3387,Fragment of a quiver,1
1602,Fragment of a ring,1
1842,Fragment of a scribal palette,1
3422,Fragment of a sculptured statue base depicting an Asiatic prisoner,1
5944,"Fragment of a spouted goose-shaped vessel, Tell el-Yahudiya-ware",1
504,Fragment of a torus molding from the shrine of a royal woman within the temple of Mentuhotep II,3
5174,Fragment of a votive tile with cartouche of Seti II,1
280,Fragment of an Inscribed Block,5
4015,Fragment of an Inscribed Block with a Wreath,1
4644,Fragment of an Inscribed Column,1
4659,Fragment of an Inscribed Relief,1
348,Fragment of an Inscribed Slab,4
4658,Fragment of an Inscribed Slab with a Rosette,1
239,Fragment of an Inscribed Stele,6
4642,Fragment of an Inscribed Stele Enclosed in a Frame with Swastikas and Rosettes,1
4646,Fragment of an Inscribed Stele with Three Crosses,1
4153,Fragment of an Inscribed Stele with a Cross within a Wreath,1
4090,Fragment of an Ornamented Band,1
4558,Fragment of an Ottoman Court Carpet,1
1082,Fragment of an ivory tag,2
1823,Fragment of an ovoid flask,1
5216,Fragment of block with beveled corner,1
1033,Fragment of burned ivory furniture,2
2268,Fragment of cartouche of Akhenaten,1
474,Fragment of clay lump with imbedded ring beads,3
2567,Fragment of clay lump with impressions of beads,1
1510,"Fragment of decree of Horus Khabau, probably King Neferkaure",1
2785,Fragment of dwarf figurine,1
2942,Fragment of female figure,1
1140,Fragment of floral plaque,2
1895,Fragment of inscribed vessel,1
2356,Fragment of loom weight,1
2087,Fragment of mosaic vessel,1
1260,Fragment of necklace chain,1
3076,Fragment of one side of Siptah's Canopic Chest,1
2756,Fragment of pendant,1
440,Fragment of relief,3
2155,"Fragment of relief plaque with a child god, inscribed on reverse",1
3732,Fragment of statue of Thutmose III,1
2878,Fragment of stela,1
3123,Fragment of the Canopic Chest of Siptah,1
3035,Fragment of the Corner of a Canopic Chest,1
2446,Fragment of the Frame of a Model Bed,1
3097,Fragment of the Interior surface of Siptah's Canopic Chest,1
3102,Fragment of the Lower Edge of Siptah's Canopic Chest,1
3101,Fragment of the Lower Left Corner of one side of Siptah's Canopic Chest,1
3100,Fragment of the Outer Decorated Surface of Siptah's Canopic Box,1
3107,Fragment of the Outer Surface Decoration of Siptah's Canopic Chest,1
361,Fragment of the Top Surface of Siptah's Canopic Chest,4
3103,Fragment of the Top and Side Surfaces of Siptah's Canopic Chest,1
3105,Fragment of the Upper Right Corner of One Side of Siptah's Canopic Box,1
2291,"Fragment of the waist area of the king bending forward, Aten cartouches on the belt",1
307,Fragment of tile,5
2904,Fragment of toilet jar,1
5205,"Fragment of upper arm, body, negative space from a double statue holding stela",1
2766,Fragment of vase,1
3522,Fragment of wall painting from the Tomb of Sebekhotep,1
3008,Fragment of weight inscribed for Princess Neferu-sherit,1
2698,Fragment of wing inlay,1
5215,Fragment with Aten cartouche,1
5202,Fragment with Aten cartouches and raised border,1
4274,Fragment with Blue Bands,1
4257,Fragment with Ornamental Bands of Vases with Leaves,1
4310,Fragment with Roundel and L-Shaped Band with Interlace Ornament,1
975,Fragment with Scattered Pattern,2
4321,Fragment with Tapestry-Weave Band and  Applied Border,1
4320,Fragment with Two Birds,1
4291,Fragment with Two Figures,1
4330,Fragment with a Band,1
4318,Fragment with a Band of Baskets and Plants and a Loop Pile,1
4328,Fragment with a Composite Floral Motif Roundel,1
4298,"Fragment with a Dog, Hare, and a Bunch of Grapes",1
4546,Fragment with a Figure Holding a Flask,1
4289,Fragment with a Lotus Band Motif,1
4293,Fragment with a Mounted Horseman,1
4014,Fragment with a Pattern of Interlaced Leaves,1
4296,Fragment with a Roundel and Loop Pile,1
4315,Fragment with a Star,1
4312,Fragment with an Armed Dancer,1
4302,Fragment with an Eight-Pointed Star Containing a Warrior,1
4306,Fragment with an Interlace Medalion Bordered by Vine Leaves,1
4307,Fragment with an Interlace Medallion,1
4308,Fragment with an Interlace Medallion and Bands,1
4273,Fragment with the Head of a Figure,1
4301,Fragment with the Triumph of Dionysos and the Labors of Herakles,1
674,Fragment with the cartouche of Akhenaten,2
632,Fragment with the cartouche of Nefertiti,3
2665,Fragment with the head of a man,1
5227,Fragment with unknown elements in high relief,1
3358,Fragment with working traces,1
5228,"Fragment, Aten cartouche",1
2603,Fragmentary Amulet of Horus the Child,1
4336,Fragmentary Band with Scenes from the Infancy of Christ,1
4058,Fragmentary Bowl,1
1767,Fragmentary Cartouche Amulet,1
4518,Fragmentary Carved Panel with a Saint,1
5898,Fragmentary Head of a King,1
4181,Fragmentary Head of a Man,1
4205,"Fragmentary Head of a Man, Belonging to a Block Statue",1
4220,Fragmentary Head of an Oryx,1
3292,Fragmentary Impression of the Necropolis Seal from Tutankhamun's Embalming Cache,1
2403,Fragmentary Ostracon Depicting a Priest,1
3297,Fragmentary Ring Decorated with a Wedjat Eye,1
645,Fragmentary Seal Impression from Tutankhamun's Embalming Cache,2
5635,Fragmentary Shroud with a Bearded Young Man,1
2276,Fragmentary Statuette of a Vizier,1
2989,Fragmentary Statuette of a Woman,1
903,Fragmentary decree of King Neferkauhor,2
3407,Fragmentary offering list with mention of unguents and incense,1
2862,Fragmentary relief plaque with falcon,1
3704,Fragmentary statue of Ramesses II as a standard bearer,1
1046,Fragments,2
3909,Fragments depicting a group of foreigners including a child,1
2468,Fragments from Osiris Shroud,1
5909,Fragments from Patterned Vessels with Thick Walls,1
226,Fragments from a Book of the Dead,6
5373,Fragments from a Scribe's Writing Board,1
1387,Fragments from stela of the Chief Steward Henenu,1
1778,Fragments from the Funerary Papyrus of Khamhor,1
5359,Fragments from the Stela of the Chief Steward Henenu,1
4576,Fragments of  a Non-Illustrated Single Work,1
1645,Fragments of Architectural Lotus Ornament,1
1450,Fragments of Canopic Jar Belonging to Senimen,1
1215,Fragments of Cornflower Pendant,2
4146,Fragments of Lamp,1
5747,Fragments of Malachite,1
1777,Fragments of Papyrus,1
965,Fragments of Vase,2
2491,Fragments of a Canopic Jar Belonging to Senimen,1
1158,Fragments of a Canopic Jar Inscribed for Senimen,2
578,Fragments of a Dish,3
5938,Fragments of a Faience Chalice,1
4278,Fragments of a Hanging with a Lotus-Motif Band,1
4649,Fragments of a Stele with a Composition of Crosses and a Fish Body,1
1779,Fragments of a funerary papyrus,1
2483,Fragments of a painted shroud,1
2467,Fragments of a shroud of a woman,1
3366,Fragments of a vase in the form of a woman holding a basket,1
4656,Fragments of an Inscribed Slab with a Rosette,1
4657,Fragments of an Inscribed Stele,1
2466,Fragments of painted shroud,1
1776,Fragments of the Book of the Dead,1
1582,Fragments of wedjat eye amulets,1
2447,Frame Fragment from a Model Bed,1
4582,"Frieze with Acanthus Vines, Birds, Crosses, and a Human Face",1
4526,Frieze with Vine Scrolls and Birds,1
4043,Frieze with a Pattern of Interlaced Leaves,1
993,Frog,2
530,Frog Amulet,3
657,Frog Mold,2
1661,Frog Ring Fragment,1
2812,Frog Seal Amulet with a City Hieroglyph  on the Base,1
1419,Frog Seal Amulet with a Maat Hieroglyph on the Base,1
1124,Frog Seal Amulet with a Sa Hieroglyph on the Base,2
994,Frog Seal Amulet with an Ankh Hieroglyph on the Base,2
1672,Frog Seal Amulet with the Hieroglyphs Nefer and Maat on the Base,1
2819,Frog Seal Amulet with the Throne Name of Amenhotep III on the Base,1
377,Frog amulet,4
4372,"Frog on a lotus pad, perhaps a weight",1
3304,Front of a neck,1
2147,Fruit Cake,1
3245,Fruit Mold,1
17,Funerary Cone,72
1952,Funerary Cone Montuemhat,1
806,Funerary Cone Naming a Butler of the God's Hand  Amenirdis Daughter of Kashta,2
3202,Funerary Cone Neferhotep and His Wife Amenhotep,1
1953,Funerary Cone Pedy-Amun-neb-nesut-towy,1
1328,Funerary Cone of  Amenemopet called Tjanefer,1
1373,Funerary Cone of  the Chief Bowman Amenemopet,1
1355,Funerary Cone of  the First King's Herald Amunedjeh,1
1316,Funerary Cone of  the Steward Abekh,1
1299,Funerary Cone of Aanu and His Wife Sennu,1
1349,Funerary Cone of Abemweskhet,1
1467,Funerary Cone of Ahmose,1
1383,Funerary Cone of Amenemhab,1
1330,Funerary Cone of Amenemhat and His Wife Tahut,1
1327,Funerary Cone of Amenemopet called Tjanefer,1
955,Funerary Cone of Amenhotep,2
1296,Funerary Cone of Amenhotep and His Wife Ren,1
1368,Funerary Cone of Chief of Servants of the Royal Palace Pasinesu,1
3311,Funerary Cone of Djehutimose,1
3212,Funerary Cone of Djehuty,1
901,Funerary Cone of Djehutymose,2
334,Funerary Cone of Djehutynefer,4
1385,Funerary Cone of Djeserka,1
1298,Funerary Cone of Enta,1
498,Funerary Cone of First Prophet of Amun Djehuty,3
720,Funerary Cone of High Priest of Amun Djehuty,2
1951,Funerary Cone of Iby,1
1311,Funerary Cone of Ineni,1
1435,Funerary Cone of Kaemamun and His Wife Meryre,1
1340,Funerary Cone of Kamose,1
1308,Funerary Cone of Kha,1
3079,Funerary Cone of Khonsu,1
1321,Funerary Cone of Maaty and His Wife Huy,1
1353,Funerary Cone of Meny and His Wife Meryre,1
760,Funerary Cone of Meryremetjef  and His Wife Mut,2
1329,Funerary Cone of Min,1
1950,Funerary Cone of Montuemhat,1
2808,Funerary Cone of Montuemhat and Shepenmut,1
1954,Funerary Cone of Mutirdis,1
1304,Funerary Cone of Nakht and His Wife Senhotep,1
1319,Funerary Cone of Neferhotep and His Wife Meryre,1
1472,Funerary Cone of Nefretper,1
1334,Funerary Cone of Nentaweref,1
3291,Funerary Cone of Overseer Userhat,1
1362,Funerary Cone of Overseer of Cattle Nebimose,1
1377,Funerary Cone of Overseer of the Seal Senneferi,1
1397,Funerary Cone of Pa-Aten,1
1451,"Funerary Cone of Pa-Aten, Scribe of the Granary and Breads",1
1094,Funerary Cone of Pa-ba-sa,2
662,Funerary Cone of Pasanesut,2
1313,Funerary Cone of Pashed,1
1325,Funerary Cone of Re,1
1374,Funerary Cone of Sapair,1
1337,Funerary Cone of Sare,1
1444,Funerary Cone of Sen,1
1314,Funerary Cone of Senenre and His Wife Satmenhetet,1
2807,Funerary Cone of Sheshonq,1
1369,Funerary Cone of Si-Iset,1
1965,Funerary Cone of The Fourth Prophet of Amun,1
1471,Funerary Cone of Userhat,1
1473,Funerary Cone of Wershu and His Wife Henet,1
1318,Funerary Cone of Wesy,1
1384,Funerary Cone of a Scribe of the Offering Table and Butler Named Nebamun.,1
3083,Funerary Cone of a Woman Named Seniseneb,1
1370,Funerary Cone of the Chief Bowman Hatmeshaw,1
1302,Funerary Cone of the Chief Bowman Paser,1
1292,Funerary Cone of the Chief Steward Amenemopet,1
1297,Funerary Cone of the Chief Steward Padihorresnet,1
1371,Funerary Cone of the Chief Steward of the King Meryre,1
1345,Funerary Cone of the Chief Wab-Priest Sobekmose,1
1381,Funerary Cone of the Chief of the Madjay Penre,1
1016,Funerary Cone of the Chief of the Medjay Didu,2
1104,Funerary Cone of the Chief of the Medjay Ruru,2
1322,Funerary Cone of the Chief of the Medjay Turo,1
1218,Funerary Cone of the Chief of the Merchants Tjay,2
1474,Funerary Cone of the Chief of the Servants of Amun Aye,1
1380,Funerary Cone of the Child of the Nursery Pahekmen,1
1854,Funerary Cone of the Cup-Bearer Neferperet,1
1303,Funerary Cone of the Cup-Bearer of the King Amenhotep,1
1359,Funerary Cone of the Cup-Bearer of the King Senemnetjer,1
1344,Funerary Cone of the Deputy of the Army Amenemhab,1
739,Funerary Cone of the Deputy of the Medjay Simut,2
1379,Funerary Cone of the Doorkeeper of Amun Amenhotep,1
1309,Funerary Cone of the Fan-Bearer Aamy,1
1364,Funerary Cone of the Festival Leader of Amun Tjata,1
864,Funerary Cone of the Fourth Prophet of Amun Kaemamun,2
1964,Funerary Cone of the Fourth Prophet of Amun Mentuemhat,1
1957,Funerary Cone of the Fourth Prophet of Amun Montuemhat,1
1081,Funerary Cone of the Fourth Prophet of Amun Neferhotep,2
733,Funerary Cone of the Goldsmith Nebseny,2
1335,Funerary Cone of the Goldsmith Nebwa,1
1295,Funerary Cone of the Guardian Nebwer,1
1306,Funerary Cone of the Guardian of the Treasury Mahu,1
385,Funerary Cone of the Herald Ibety,4
1855,Funerary Cone of the High Priest  Ahmose,1
464,Funerary Cone of the High Priest Ahmose,3
3081,Funerary Cone of the High Priest of Amun  Amenemopet,1
1269,Funerary Cone of the High Priest of Amun Hapusenb,1
1149,Funerary Cone of the High Priest of Amun Hapuseneb,2
3209,Funerary Cone of the House Mistress Sitamun,1
