,Unique Values,Count
1174,"Papyrus, olive leaves, persea leaves, cornflowers, blue lotus petals, Picris flowers, nightshade berries, faience, linen",1
937,"Papyrus, olive leaves, persea leaves, nightshade berries, celery , faience, linen dyed red",1
327,"Papyrus, paint",2
1073,"Papyrus, palm leaf, halfa grass",1
736,Partially baked  mud,1
350,Paste,2
659,Pearls,1
461,"Persea leaves, lotus petals, palm leaves",1
302,Pine wood,3
1248,Pink quartzite,1
870,Plain weave in red wool,1
405,Plant fiber,2
1272,"Plaster, largely modern paint",1
1273,"Plaster, modern paint",1
71,"Plaster, paint",17
179,"Plaster, paint, glass",5
1269,"Plaster, paint, gold leaf",1
450,Plastered and painted wood,2
1349,"Plastered and painted wood, gesso",1
1255,"Plastered and painted wood, linen",1
1256,"Plastered and painted wood, linen, linen twine, copper",1
111,Polychrome faience,9
230,Polychrome glass,4
566,Polychrome marble,1
1199,Porphyritic Rock,1
204,Porphyritic diorite,4
170,Porphyry,5
1224,Possibly boxwood,1
726,Possibly ivory,1
732,Possibly red quartzite or basalt,1
2,Pottery,714
1279,"Pottery , linen",1
105,"Pottery , paint",10
1326,"Pottery , paint, linen, mud",1
76,"Pottery and ink, paint",16
1051,"Pottery, Levantine painted ware",1
254,"Pottery, Marl A4",3
238,"Pottery, Marl B, paint",4
941,"Pottery, Nile B, red ochre wask",1
834,"Pottery, Nile clay",1
833,"Pottery, Nile clay C",1
942,"Pottery, Nile clay, red ochre wash",1
816,"Pottery, black and red paint",1
730,"Pottery, black line decoration",1
276,"Pottery, black ware",3
548,"Pottery, blue paint",1
539,"Pottery, blue painted",1
662,"Pottery, chalk",1
888,"Pottery, charcoal",1
860,"Pottery, clay stopper",1
1364,"Pottery, cloth",1
1156,"Pottery, cloth, string",1
615,"Pottery, coarse light ware",1
501,"Pottery, cord",1
1171,"Pottery, dates",1
706,"Pottery, faience",1
767,"Pottery, fat",1
1173,"Pottery, figs",1
545,"Pottery, gold leaf",1
1147,"Pottery, grapes, dates",1
134,"Pottery, hematite wash",7
412,"Pottery, hematite wash, burnished",2
910,"Pottery, hematite wash, burnished, pigment",1
44,"Pottery, ink",42
278,"Pottery, ink, paint",3
358,"Pottery, jujube berries",2
1146,"Pottery, jujube berries, sand",1
768,"Pottery, jujubes",1
363,"Pottery, linen",2
668,"Pottery, linen, animal remains, mummification materials",1
1338,"Pottery, linen, mud",1
950,"Pottery, manganese black, gypsum fill",1
872,"Pottery, marl C",1
946,"Pottery, marl C, self slip",1
1154,"Pottery, marle",1
1148,"Pottery, mud",1
25,"Pottery, paint",106
1192,"Pottery, paint,  linen",1
236,"Pottery, pigment",4
1254,"Pottery, raisins",1
1203,"Pottery, red and black paint",1
310,"Pottery, red ware",2
640,"Pottery, red, black paint",1
525,"Pottery, redware",1
781,"Pottery, sand",1
143,"Pottery, slip, paint",6
376,"Pottery, smoke blackening, white gypsum",2
1237,"Pottery, whitewash",1
517,"Pottery, whitewash, ink",1
1235,"Pottery, whitewash, mud",1
1020,"Pottery, wood, leather, reed, stone, bronze or copper alloy, food remains",1
1236,"Pottery, yellow slip, burnished",1
408,Pottery: gulleh ware,2
926,Pottery: reddish-brown ware,1
1013,Probably elephant ivory and organic material,1
1240,Probably pegmatitic quartz diorite,1
93,Quartz,12
1182,Quartz and hematite,1
968,Quartz crystal,1
887,"Quartz, crystal",1
801,"Quartz, traces of blue glaze",1
74,Quartzite,16
215,"Quartzite, ink",4
425,"Quartzite, paint",2
1127,"Quartzite, painted , painted black wig",1
1130,Red Breccia,1
892,Red Faience,1
723,Red Glass,1
164,Red Jasper,5
598,Red carnelian,1
1210,Red earthenware,1
512,Red faience,1
785,Red glass,1
506,Red glass decayed to green,1
99,Red jasper,11
985,Red jasper or carnelian,1
1194,"Red jasper, silver",1
280,Red pottery,3
27,Red quartzite,89
587,"Red, black, and green ink on paper",1
439,Reddish earthenware,2
65,Reed,19
177,Reed rope,5
855,"Reed, gut",1
1086,"Reed, linen cord, linen fabric",1
275,"Reed, wood",3
1243,"Reed, wood, flint, pitch, feathers",1
85,"Reed, wood, quartz, adhesive",14
163,Resin,5
955,Rhyolite,1
789,Rock Salt,1
174,Rock crystal,5
820,"Rock crystal, silver",1
1205,"Rock crystal, steatite, carnelian",1
330,Rope,2
360,Rush,2
923,"Sa-amulets: Silver , carnelian, feldspar, turquoise, ivory . Tiny disk beads: top row turquoise, bottom row restored
Ball beads: silver",1
47,Sandstone,37
92,"Sandstone, paint",13
927,"Sandstone, traces of paint",1
1129,Sandy fossiliferous limestone,1
1002,Sard,1
149,Schist,6
1043,"Seeds, linen string",1
1152,Serpentine,1
42,Serpentinite,47
938,"Serpentinite , linen stopper wad",1
1014,"Serpentinite, bone",1
1165,"Serpentinite, galena",1
453,"Serpentinite, gold",2
1289,"Serpentinite, gold leaf",1
1215,"Serpentinite, ivory",1
1021,"Serpentinite, lapis lazuli, glazed steatite",1
797,"Serpentinite, paint",1
169,Sheet gold,5
50,Shell,30
312,"Shell , Nacre, Pearl",2
951,"Shell , nacre",1
467,"Shell, bone and faience",1
776,"Shell, carnelian, string and faience",1
804,"Shell, steatute, carnelian",1
798,"Shells, faience",1
550,"Shells, string, bone and faience",1
58,Silk,23
528,"Silk , wool",1
593,Silk and cotton,1
468,Silk and linen,1
825,Silk and wool,1
573,Silk on cotton,1
477,"Silk, cotton",1
705,"Silk, linen",1
616,"Silk, metal wrapped thread",1
36,Silver,67
1334,Silver disk with a wood  handle sheathed in gold,1
380,"Silver over wood core, amethyst",2
392,"Silver, carnelian, faience",2
1063,"Silver, electrum",1
436,"Silver, electrum, glazed steatite, linen cord",2
244,"Silver, glazed steatite",3
912,"Silver, gold",1
1358,"Silver, gold rim",1
1180,"Silver, gold, glazed steatite",1
389,"Silver, green faience, blue paste, carnelian",2
622,"Silver, greenish blue faience",1
1211,"Silver, linen cord",1
1202,"Silver, steatite",1
562,"Silver, stone",1
332,Silvered glass,2
91,Slate,13
800,Slate or stone,1
714,Slate or volcanic ash,1
267,Soapstone,3
652,Statue: marble,1
523,"Steatie, glazed",1
702,"Steatie, green glaze, gold",1
10,Steatite,365
988,"Steatite , copper
Green glazed steatite lion head seal, mounted on copper wire ring",1
246,"Steatite , gold",3
232,"Steatite , silver",4
628,"Steatite , silver wire",1
729,Steatite or schist,1
128,Steatite or serpentinite,7
448,"Steatite, blue glaze",2
245,"Steatite, blue glazed",3
1092,"Steatite, glass, gold leaf",1
40,"Steatite, glazed",56
335,"Steatite, gold",2
982,"Steatite, gold mount",1
1083,"Steatite, gold mounting",1
116,"Steatite, gold, mother of pearl",9
978,"Steatite, gray glazed",1
370,"Steatite, green glaze",2
361,"Steatite, green glazed",2
630,"Steatite, silver wire",1
632,"Steatite, silver wire
Blue glazed steatite, silver wire",1
265,"Steatite, traces of blue glaze",3
77,"Steatite, traces of green glaze",16
793,"Steatite, traces of pale green glaze",1
844,"Steatite, traces of yellowish glaze",1
980,"Steatite, white glaze",1
991,"Steatite, white glazed",1
41,Stone,49
507,Stone or porphyry,1
542,"Stone, cloth, bronze or copper alloy",1
596,"Stone, faience, glass",1
484,"Stone, gold",1
760,"Stone, ink",1
18,Stonepaste,170
815,"Stonepaste, incised",1
580,Stoneware,1
123,Straw and palm leaf,8
272,"Straw, palm leaf",3
1201,Striated glass,1
504,String,1
590,Stucco,1
1322,"Stucco with blue, green, yellow, and brown pigments",1
159,Sun-dried mud,5
243,Sycomore wood,3
794,"Sycomore wood, ebony, gesso, paint",1
297,"Sycomore wood, gesso",3
173,"Sycomore wood, paint",5
1305,"Sycomore wood, paint, bitumen, cloth, gold leaf",1
138,"Sycomore wood, stucco, paint",6
830,"Sycomore, plaster, paint",1
184,"Sycomore, stucco, paint",5
778,Tamarisk,1
1363,Tamarisk wood,1
858,Tapestry weave in polychrome and undyed wool on plain-weave ground of undyed wool,1
790,Tapestry weave in polychrome wool and undyed linen on plain-weave ground of undyed linen,1
851,Tapestry weave in purple wool  and undyed linen on plain-weave ground of undyed linen,1
619,"Tapestry weave in purple-colored, red-brown, and undyed wool on plain-weave ground of green wool",1
859,Tapestry weave in red wool  and undyed linen on plain-weave ground of undyed linen,1
43,Tempera on Paper,42
17,Tempera on paper,180
588,Tempera on sycomore wood,1
1108,Tempera paint on mud plaster,1
118,Terra cotta,9
130,Terracotta,7
1133,"Terracotta painted brown, black, red, and pink on white engobe",1
720,"Terracotta, glassy substance",1
1312,"Terracotta, traces of white slip",1
1058,"Terracotta, white slip",1
672,Tin,1
756,Tinned copper,1
266,Tortoise shell,3
717,Translucent blue glass,1
687,Translucent dark blue glass,1
701,Translucent dark blue striated glass,1
306,Translucent green glass,3
677,Transparent green glass,1
13,Travertine,233
1259,Travertine  with traces of gesso and red pigment,1
925,"Travertine , blue glass, obsidian, unidentified stone",1
1019,"Travertine , bone, serpentinite",1
1139,"Travertine , carnelian",1
1032,"Travertine , cedar, ointment",1
1161,"Travertine , copper, quartz crystal, paint",1
547,"Travertine , discolored",1
1239,"Travertine , gold",1
1311,"Travertine , gold leaf",1
901,"Travertine , green paint",1
206,"Travertine , linen",4
1169,"Travertine , linen, linen cord, ebony",1
1230,"Travertine , linen, mud",1
1151,"Travertine , mud",1
1006,"Travertine , ointment",1
84,"Travertine , paint",14
1307,"Travertine , paint, Egyptian blue",1
423,"Travertine , paint, resin and pigment",2
1181,"Travertine , paste",1
990,"Travertine , silver",1
366,"Travertine , steatite",2
1242,Tray: limestone,1
336,Turquoise,2
1331,"Turquoise, amethyst, carnelian, Egyptian blue, faience, silver, plant resin",1
962,"Turquoise, gold",1
1196,Unalloyed copper,1
1355,"Unalloyed copper, gold, ebony",1
233,Unbaked clay,4
348,Unbaked earth,2
491,Undyed linen with tapestry woven wool decorations,1
601,Unfired clay,1
1069,"Unfired clay, mud, linen",1
843,Unglazed faience,1
557,Violet and white faience,1
1107,"Vitreous material, gold",1
1204,Vitrified clay,1
1121,Volcanic ash,1
692,Water color on paper,1
89,Wax,13
352,"Wax, gold leaf",2
1343,White Agate,1
536,White Faience,1
898,White faience,1
796,"White faience, pottery",1
823,White glazed steatite,1
777,White limestone with traces of black paint,1
554,White mica schist,1
914,White speckled black stone,1
386,White stone,2
581,White talc,1
748,Whitewashed wood,1
8,Wood,498
984,"Wood , Bronze or copper alloy",1
965,"Wood , bronze or copper alloy, 
Bronze",1
1330,"Wood , gesso, linen, glass inlay",1
1071,"Wood , paint",1
617,"Wood , paint, mortar, plaster, stucco",1
618,"Wood , paint, paraffin, mortar, plaster, stucco",1
1096,"Wood , paint, string",1
235,"Wood , paint, stucco",4
909,"Wood , pigment, fiber",1
487,"Wood , silver gold leaf traces",1
934,"Wood , stucco, paint",1
960,"Wood , stucco, paint, paraffin",1
521,Wood covered with stucco,1
432,"Wood marquetry, ivory",2
865,Wood or ivory,1
981,"Wood, Copper alloy",1
885,"Wood, European White Birch",1
462,"Wood, bone",1
63,"Wood, bronze or copper alloy",20
101,"Wood, bronze or copper alloy, leather",10
697,"Wood, brown paint",1
857,"Wood, clay",1
856,"Wood, clay, flint",1
1362,"Wood, cloth",1
135,"Wood, copper",7
707,"Wood, copper alloy, leather",1
826,"Wood, cord",1
291,"Wood, ebony",3
1298,"Wood, ebony, ivory",1
1142,"Wood, ebony, ivory, bark",1
1198,"Wood, ebony, ivory, copper",1
827,"Wood, faience, mud, linen string",1
1278,"Wood, feather",1
1299,"Wood, formerly clad with lead sheet",1
1072,"Wood, gesso",1
55,"Wood, gesso, paint",28
744,"Wood, gesso, paint, gilding",1
1193,"Wood, gesso, paint, gold",1
431,"Wood, gesso, paint, linen",2
498,"Wood, gesso, paint, linen, possibly human remains",1
398,"Wood, gesso, paint, stucco",2
120,"Wood, gesso, paint, varnish",8
713,"Wood, gesso, pigment",1
864,"Wood, gilding",1
1213,"Wood, glass",1
893,"Wood, gold foil",1
210,"Wood, gold leaf",4
1099,"Wood, gold leaf, carnelian, faience",1
1100,"Wood, gold leaf, gesso, textile",1
403,"Wood, green eye paint",2
79,"Wood, ink",15
1257,"Wood, ink, reed",1
959,"Wood, inlaid with ebony and ivory",1
540,"Wood, ivory",1
1143,"Wood, ivory, bark, reed",1
930,"Wood, ivory, ink",1
916,"Wood, leather",1
1351,"Wood, leather, bronze or copper alloy",1
1191,"Wood, linen",1
1309,"Wood, linen cord, paint",1
203,"Wood, linen string",4
863,"Wood, linen string, paint",1
1189,"Wood, linen, gesso",1
1114,"Wood, modern cord",1
430,"Wood, mud, linen string, paint",2
32,"Wood, paint",71
1145,"Wood, paint and paste fill",1
1323,"Wood, paint traces",1
495,"Wood, paint, cloth, paste",1
1348,"Wood, paint, copper",1
1103,"Wood, paint, copper hook",1
401,"Wood, paint, gesso",2
1366,"Wood, paint, gesso, linen twine and linen fabric",1
162,"Wood, paint, gold leaf",5
452,"Wood, paint, gold leaf.",2
474,"Wood, paint, papyrus",1
351,"Wood, paint, paste",2
1314,"Wood, paint, plaster",1
424,"Wood, paint, plaster, linen twine and cloth",2
443,"Wood, paint, plaster, linen twine, linen fabric",2
1368,"Wood, paint, resin",1
1267,"Wood, paint, stucco",1
472,"Wood, paste",1
537,"Wood, paste, gilding, paint",1
110,"Wood, paste, paint",9
303,"Wood, pigment",3
1306,"Wood, pigments",1
343,"Wood, plaster, animal remains, bitumen, linen",2
1049,"Wood, plaster, bitumen",1
874,"Wood, plaster, gold leaf",1
406,"Wood, plaster, paint",2
746,"Wood, plaster, paint, linen",1
1068,"Wood, plaster, paint, linen, grain",1
447,"Wood, reed",2
1350,"Wood, rush
Reed",1
319,"Wood, string",2
326,"Wood, stucco plaster, ink",2
1047,"Wood, stucco, beeswax, pistacia resin",1
344,"Wood, stucco, bitumen",2
124,"Wood, stucco, paint",8
509,"Wood, traces of blue paste",1
535,"Wood, whitewash",1
1048,"Wood, whitewash, ink",1
316,"Wood, yellow paint",2
841,"Wood, zizyphus",1
22,Wool,130
534,"Wool , asymmetrically knotted pile",1
861,"Wool , linen",1
454,Wool and cotton,2
148,Wool and linen,6
626,Wool and twill,1
571,Wool and undyed linen,1
227,"Wool, cotton, or linen",4
1,"Wool, linen",1016
708,"Wool, linen, silk",1
613,"Wool, silk",1
518,Woven papyrus,1
889,Yellow Glass,1
411,Yellow brown glazed earthenware,2
346,Yellow faience,2
222,Yellow glass,4
1250,Yellow jasper or opal,1
455,Yellow limestone,2
407,Yellow quartzite,2
1249,"Yellow quartzite, pigment",1
993,"Yellow, green and blue faience",1
621,"Yellow, green and blue faience, gold",1
905,Zizyphus wood,1
884,arsenical copper,1
654,basalt,1
1140,breccia,1
1179,"carnelian, gold",1
655,chalcedony,1
765,charcoal,1
684,"coffin: wood, paint
mummy: linen bandages
mask: wax",1
683,"coffin: wood, paint 
mummy: grain, sand, clay and",1
481,copper alloy,1
680,"cuperous metal, precious metal inlay",1
365,cupreous alloy,2
1208,"cupreous alloy, glass or vitreous material, gold leaf",1
157,cupreous metal,6
602,"cupreous metal, black bronze and precious metal inlay, glass",1
166,diorite,5
144,faience,6
1284,"faience, glass",1
704,fruit,1
1271,"gesso or mud, paint",1
1359,gilded silver,1
300,glass,3
570,"glass, adhesive",1
87,"glass, gold foil",13
1266,"glass, white on blue",1
1033,glazed steatite,1
57,gold,26
1112,"gold, blue stone, emerald",1
1091,"gold, nicolo",1
1345,"gold, onyx, green stone or glass",1
1313,"gold, pearl",1
758,indurated limestone,1
141,ivory,6
784,lapis lazuli,1
1186,leather,1
880,limestone,1
502,"limestone, paint",1
604,"limestone, pigment inlay",1
1124,meta-Greywacke,1
541,mud,1
741,onyx or hematite,1
783,pale carnelian,1
543,palm fiber,1
881,pink quartzite,1
94,pottery,12
1160,"pottery  , slip, paint",1
1159,"pottery , slip, paint",1
1158,"pottery , white cream slip, paint",1
964,"pottery, Marl A 4, paint",1
1122,"pottery, glaze",1
1162,"pottery, hematite wash",1
904,"pottery, ink",1
121,"pottery, slip, paint",8
1000,"pottery, white cream slip, paint",1
377,quartzite,2
875,red,1
305,reddish earthenware,3
782,reddish green glass,1
775,"shell, blue faience, string",1
382,silver,2
743,"silver, gilded",1
757,"steatite, glaze",1
1167,tuber,1
446,unknown,2
115,wood,9
1190,"wood, gesso",1
375,"wood, paint",2
228,yellow quartzite,4
